Nom,Adreces/Carrer,Adreces/Carrer (bis),Adreces/Ciutat,Adreces/Codi postal,Adreces/Subdivisió/Codi,Adreces/País/Codi,CIF/NIF
DISELAUTO S.L.,"ALABA, 10 BJ",,Barcelona,08005,ES-B,ES,ESB08554669
DIS ELECTRIC S.A.,"CASTILLEJOS, 181 BJ 1",,Barcelona,08013,ES-B,ES,ESA08771784
DISEÑOE IMPRESION INDET S.L.,"DEL BESOS, 10 CAN BUSCARONS BAIX 4",,Montornes Del Valles,08170,ES-B,ES,ESB62460589
DISERTUS CHEMICAL S.L.,"PZ LA UNIO, 1 A 6",,Sant Cugat Del Valles,08172,ES-B,ES,ESB64996093
DISFARO S.L.,"AV CAN ROQUETA, S/N 60 NAV I",,Torre-Romeu,08202,ES-B,ES,ESB59330340
DISHECO S.A.,"AV ROMA, 137 PR 1",,Barcelona,08011,ES-B,ES,ESA08383333
DISKOUNT ALMAR S.A.,"BARO DE MALDA, 9 BS 1",,L'Hospitalet De Llobregat,08901,ES-B,ES,ESA58671983
DISPOPACK VALLES S.L.,"TERRA ALTA, 82",,Can Carner-Can Bages,08211,ES-B,ES,ESB61520888
DISSENY PLUS 2. S.L.,"CM VERNEDA, 41",,Sant Adria De Besos,08930,ES-B,ES,ESB62800529
DISTPUBLIC SERVICIOS DE PUBLICIDAD S.L.,"MOLI D'EN GINESTAR, 16",,Ripollet,08291,ES-B,ES,ESB60988078
DISTRIALMO S.L.,"ROSSELLO, 515",,Barcelona,08025,ES-B,ES,ESB97762306
DISTRIAREAS S.A.,"AV DIAGONAL, 579",,Barcelona,08014,ES-B,ES,ESA63768865
DISTRIBUCIO 104 S.L.,"TER, 1 NAV",,Valldoreix,08197,ES-B,ES,ESB60455664
DISTRIBUCIO DE FABRICATS ITALIANS S.A.,"RD PONENT, 73",,Sabadell,08206,ES-B,ES,ESA08782625
DISTRIBUCION CRIOGENICA DEL GAS CRISERGAS S.A.,"FRUITERS, 1",,Els Fruiters,08211,ES-B,ES,ESA82010281
DISTRIBUCION DE AUTOMATISMOS PROGRAMABLES S.A.,"BORRELL, 25",,Sant Cugat Del Valles,08172,ES-B,ES,ESA58992710
DISTRIBUCIONES EDUARDO POZO S.R.L.,"SANTANDER, 71 N 8",,Barcelona,08020,ES-B,ES,ESB60038775
DISTRIBUCIONES GAHER S.A.,"DE LA VIDRIERIA, 25 NAVES 2 P",,Poligon Industrial Riera De Caldes,08184,ES-B,ES,ESA58268798
DISTRIBUCIONES JUAN SALINAS S.A.,"CERDANYA, S/N 13",,Caldes De Montbui,08140,ES-B,ES,ESA58757683
DISTRIBUCIONES NUÑEZ GARCIA S.A.,"CR ROCA, 216",,Santa Coloma De Gramenet,08924,ES-B,ES,ESA58406851
DISTRIBUCIONES TOYMER ESTE S.L.,"GRAN VIA CARLES III, 124 5",,Barcelona,08034,ES-B,ES,ESB60371903
DISTRIBUCION FRIGORIFICA EGARA S.L.,"BALAGUER, 1 PI CAN PETIT 1 B",,Terrassa,08227,ES-B,ES,ESB61850749
DISTRIBUCIONS ANTONI ELIAS S.A.,"SOLSONA, 83",,Terrassa,08227,ES-B,ES,ESA08671752
DISTRIBUIDORA DE ANALITICA PARA LA MEDICINA IBERIC,"AV DIAGONAL, 304 BJ",,Barcelona,08013,ES-B,ES,ESA61071403
DISTRIBUIDORA GENERAL EUROPEA S.A.,"MALLORCA, 219",,Barcelona,08008,ES-B,ES,ESA08188146
DISTRIBUIDORA RECANVIS ACCESSORIS CLIMATITZACION S,"DEL MIG, 41 PG PLA D EN COLL",,Montcada I Reixac,08110,ES-B,ES,ESB59725937
DISTRIBUTION OF SUPPLIES FOR OFFICES S.L.,"CR RUBI, 19 TERRASSA",,Sant Quirze Del Valles,08192,ES-B,ES,ESB60973070
DISTRICLIMA S.A.,"PZ EUROPA, 41 12",,L'Hospitalet De Llobregat,08908,ES-B,ES,ESA63032601
DISTRI VALLES S.L.U.,"COLLITA, 27",,Rubi,08191,ES-B,ES,ESB62445135
DISVENT INGENIEROS S.A.,"L'EQUADOR, 77 BJ",,Barcelona,08029,ES-B,ES,ESA08981235
DITEICO S.L.,"DE L'ORFEO CATALA, 1 P SUR 7 NV",,Cardedeu,08440,ES-B,ES,ESB58554395
DITION S.L.,"AV JACQUARD, 91 95",,Terrassa,08222,ES-B,ES,ESB58364357
DIVERCHILDREN S.L.,"PERE BOSCH I GIMPERA, 49",,Terrassa,08223,ES-B,ES,ESB96515325
DIVERCUB S.L.,"RAMON TRIAS FARGAS, 2",,Barcelona,08005,ES-B,ES,ESB61405544
DOBER IMPORT EXPORT S.L.,"PINTOR FORTUNY, 18 BJ",,Barcelona,08001,ES-B,ES,ESB61310850
DOBERT TEXTILE GROUP S.A.,"BERNAT METGE, 142 BX",,Sabadell,08205,ES-B,ES,ESA08141269
DO & CO RESTAURACION & CATERING ESPAÑA SL,"JOAN D'ALOS, 36",,Barcelona,08034,ES-B,ES,ESB62849641
DOFOID ASSOCIATS S.L.,"SANT JAUME, 17",,Granollers,08401,ES-B,ES,ESB65106536
DOLS INDUSTRIAL DE PELUQUERIA S.A.,"ARAGO, 208 5 5",,Barcelona,08011,ES-B,ES,ESA58463621
DOLTER S.A.,"ROCAFORT, 142 6 3",,Barcelona,08015,ES-B,ES,ESA08559585
DOMAR S.A.,"PG INDUSTRIAL CAN ROCA, S/N",,Martorelles,08107,ES-B,ES,ESB08115800
DOMGAS QUALITY S.A.,"AV JOSEP TARRADELLAS, 100 BJ",,Barcelona,08029,ES-B,ES,ESA63570667
DOMINGO GRAU S.A.,"ARQUIMEDES, 6 BS 1",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESB08639643
DOMOTERMIA S.L.U.,"BAC DE RODA, 64 3",,Barcelona,08019,ES-B,ES,ESB60386521
DONALDSON IBERICA SOLUCIONES EN FILTRACI,"DE COLOM, 391 3",,Terrassa,08223,ES-B,ES,ESB58298126
DOPEC S.L.,"AV MADRID, 127",,Barcelona,08028,ES-B,ES,ESB60452430
DORDAL S.A.,"CATALUNYA, S/N 22 PAR 21",,Santa Perpetua De Mogoda,08130,ES-B,ES,ESA08713869
DOREL HISPANIA S.A.U.,"PARE RODES, 26 A 4T 2A",,Sabadell,08208,ES-B,ES,ESA58307836
DORNIER MEDTECH ESPAÑA S.L.,"PEDRO I PONS, 9 9",,Barcelona,08034,ES-B,ES,ESB61513024
DOS EFES S.A.,"AV CAN CAMPANYA, 1",,Castellbisbal,08755,ES-B,ES,ESA58207408
D. O. S. I M. S. L.,"LLULL, 51 2 3",,Barcelona,08005,ES-B,ES,ESB59730135
DOW CORNING IBERICA S.A.U.,"RD GENERAL MITRE, 28 BA",,Barcelona,08017,ES-B,ES,ESA08651861
DRACCO CANDY S.L.U.,"VIA AUGUSTA, 13",,Barcelona,08006,ES-B,ES,ESB63591572
DRAGADOS OBRAS Y PROYECTOS S. A. Y BENITO ARNOE. H,"ARAGO, 390 6",,Barcelona,08013,ES-B,ES,ESU63291645
DREIVIP S.L.,"DE CUSCO, 39",,Barcelona,08030,ES-B,ES,ESB64071632
DRINKS FARGO S.A.,"CR C-155, 14 KM",,Lliça De Vall,08185,ES-B,ES,ESA08840472
DROGAS Y PINTURAS LA MODERNA S.A.,"RAMON LLULL, 40",,Sabadell,08203,ES-B,ES,ESA08123010
DROMINIA S.L.,"MC MERCABARNA, 8 TRANSVERSAL",,Barcelona,08040,ES-B,ES,ESB58305053
DSM GROUP SPAIN 2000 S.L.,"PALOU, 2",,Poligon Industrial Llevant,08150,ES-B,ES,ESB61809422
DUCTEL S.A.,"CR CASTELLAR, 352",,Terrassa,08226,ES-B,ES,ESA58362682
DUERTO S.L.,"TECNICA, 15 P I MONTIGA",,Badalona,08917,ES-B,ES,ESB60298304
DUIN S.A.,"MATARO, S/N 29 31 3 C",,Granollers,08403,ES-B,ES,ESA08681785
DUNGI S.L.,"FRANCESC LAYRET, 75 3 2",,Mollet Del Valles,08100,ES-B,ES,ESB60119146
DUNLOP SLAZENGER INTERNATIONAL LTD SUCURSAL EN ESP,"AV ALCALDE BARNILS, S/N 64 68 1",,Sant Cugat Del Valles,08174,ES-B,ES,ESW0061808B
DURAN CORRETJER SLP,"CORSEGA, 329",,Barcelona,08037,ES-B,ES,ESB60215027
DURAVIT ESPAÑA S.L.,"LOGISTICA, 18",,Sector Poligon Z,08150,ES-B,ES,ESB61890414
DUROPAVI S.L.,"AV AMERICA, 19 3 2",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESB62626213
DURR DENTAL MEDICS IBERICA S.A.,"SERRA DE LA SALUT, 11",,Barbera Del Valles,08210,ES-B,ES,ESA62860408
DYLER REPRESENTACIONES S.L.,"PJ ATLETISMO, 5",,Rubi,08191,ES-B,ES,ESB61702692
DYNAMIC SOLUTIONS S.L.,"SANT ANTONI MARIA CLARET, 434 BJ 2",,Barcelona,08027,ES-B,ES,ESB62022413
EAP POBLE SEC SLP,"PJ NOU RAMBLA, 177",,Barcelona,08001,ES-B,ES,ESB62708755
EAP SARRIA SLP,"BONAPLATA, 54",,Barcelona,08034,ES-B,ES,ESB62842448
EBANO HABITATGE S.L.,"MARE DE DEU DEL SOCORS, 60",,Terrassa,08222,ES-B,ES,ESB62178538
ECAMED BARCELONA S.L.,"MALLORCA, 269",,Barcelona,08008,ES-B,ES,ESB64302516
ECEIZA S.A.,"RD SANT PERE, S/N 19 21 AT 1",,Barcelona,08010,ES-B,ES,ESA58537721
E. CIMA S.A.U.,"LIBRA, 20",,Terrassa,08228,ES-B,ES,ESA08487084
ECLER LABORATORIO DE ELECTRO ACUSTICA S.A.,"MOTORS, 166 B J",,Barcelona,08038,ES-B,ES,ESA08530792
ECLIPSE COMBUSTION S.L.,"SANTANDER, 71 AT 2",,Barcelona,08020,ES-B,ES,ESB60754256
ECO GREEN PALET S.L.,"LLETRA A DE LA ZONA FRANCA, 21",,Barcelona,08040,ES-B,ES,ESB61418000
ECOLOGIA QUIMICA S.A.,"CR C -, S/N 251 KM 25,3",,Gualba,08474,ES-B,ES,ESA58448432
ECOMARTEL S.L.,"JOSEP IRLA I BOSCH, 4 1 1",,Barcelona,08034,ES-B,ES,ESB62290101
ECOMIDEN J. J. S.L.,"CR CICLISME PL I CAN ROSES, 5",,Rubi,08191,ES-B,ES,ESB61164430
ECONOSTO IBERICA S.A.,"VALLES, S/N PG CAN BERNADES S",,Santa Perpetua De Mogoda,08130,ES-B,ES,ESA28136596
E. CONTI S.A.,"AV DIAGONAL, 512 BJ",,Barcelona,08006,ES-B,ES,ESA08320244
ECUTEC BARCELONA S.L.,"GRAN VIA DE LES CORTS CATALANES, 701 3 1",,Barcelona,08013,ES-B,ES,ESB61918405
E. C. V. VIDEO SEGURIDAD S.A.,"SANT VICENÇ, 61",,Sabadell,08208,ES-B,ES,ESA58767591
EDESA HOSTELERA S.A.,"CAN MILANS, 15",,Mas Rampinyo,08110,ES-B,ES,ESA62029798
EDICIONES EL JUEVES S.A.,"AV DIAGONAL, 189",,Barcelona,08018,ES-B,ES,ESA08763724
EDICIONES MAYO S.A.,"ARIBAU, S/N 185 187 2",,Barcelona,08021,ES-B,ES,ESA08735045
EDICIONES MUSICALES CLIPPER S. S.L.,"AULESTIA I PIJOAN, 21",,Barcelona,08012,ES-B,ES,ESB59780841
EDICIONES TORAY S.A.,"DUERO, 6",,Barcelona,08031,ES-B,ES,ESA08087751
EDICIONES URANO S.A.,"ARIBAU, 142 BJ",,Barcelona,08036,ES-B,ES,ESA08847220
EDICIONS 62 S.A.,"PEU DE LA CREU, 4",,Barcelona,08001,ES-B,ES,ESA08148991
EDIFICACIONES MARAGALL S.A.,"AV MARE DE DEU DE BELLVITGE, 3",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESA08507741
EDITORIAL ANAGRAMA S.A.,"PEDRO DE LA CREU, 58",,Barcelona,08034,ES-B,ES,ESA58134388
EDITORIAL BARCANOVA S.A.,"MALLORCA, 45",,Barcelona,08029,ES-B,ES,ESA08644122
EDITORIAL CRUILLA S.A.,"BALMES, 245 4 3",,Barcelona,08006,ES-B,ES,ESA08934689
EDITORIAL GUSTAVO GILI S.L.,"ROSSELLO, 87",,Barcelona,08029,ES-B,ES,ESB64058043
EDITORIAL PRENSA IBERICA S.A.,"AV DIAGONAL, S/N 463 BIS 8",,Barcelona,08036,ES-B,ES,ESA08758021
EDITORIAL SALVAT S.L.,"MALLORCA, 45",,Barcelona,08029,ES-B,ES,ESB31018914
EDM GESTION S. A. SDAD GESTORA DE INSTITUCIONES DE,"AV DIAGONAL, 399 3 1",,Barcelona,08008,ES-B,ES,ESA58217175
EDUS OM S.L.,"ELKANO, 51 BJ",,Barcelona,08004,ES-B,ES,ESB60690062
EFICIENCIA Y TECNOLOGIA S.A.,"BELLVEI, 41 NA 9",,Barbera Del Valles,08210,ES-B,ES,ESA63511224
EFRIG S. L. EN LIQUIDACION,"SANTIAGO RUSIÑOL, 14 NV A7",,Poligono 1,08213,ES-B,ES,ESB59133777
EGARATELEK S.L.,"MESTRE TRIAS, 84",,Terrassa,08223,ES-B,ES,ESB61584058
EGARFARMA S.A.,"SATURN, 41 BA",,Terrassa,08228,ES-B,ES,ESA08670457
EIGENMANN & VERONELLI IBERICA SL,"PS GRACIA, 81 3 1",,Barcelona,08008,ES-B,ES,ESB62938725
EINES CANELA S.A.,"DEL TORRENT DE VALLMAJOR, 84 PI GUIX",,Badalona,08915,ES-B,ES,ESA08785453
EIX ESTELS S.L.,"PS TAULAT, 235 LO 1",,Barcelona,08019,ES-B,ES,ESB62124797
EKA CHEMICALS IBERICA S.A.,"MERCE, 17 Y PS. COLON 8 BJ 2",,Barcelona,08002,ES-B,ES,ESA31011851
ELABORADOS DEL BACALAO S.L.,"VIA TRAJANA, 50",,Barcelona,08020,ES-B,ES,ESB63122253
ELAN FOODS S.L.,"CM SERRA, 23",,Ripollet,08291,ES-B,ES,ESB61191334
ELASTIC BERGER S.A.,"CERDANYA, 24",,Terrassa,08226,ES-B,ES,ESA08644643
EL CATALOGO DEL COMIC S.L.,"CASTILLEJOS, 272 BJ",,Barcelona,08025,ES-B,ES,ESB60977527
ELECTRA CALDENSE S.A.,"PZ CATALUNYA, 6",,Caldes De Montbui,08140,ES-B,ES,ESA08002834
ELECTRICITAT INTEGRAL GENERAL S.L.,"JOAN DE LA CIERVA, 3",,Can Castells,08420,ES-B,ES,ESB60688744
ELECTRIFICACIONES FERROVIARIAS CATENARIA S.A.,"AV CAN ROSES, 17",,Rubi,08191,ES-B,ES,ESA63911267
ELECTRO NORMA S.A.,"VIA LAIETANA, 38 BJ 2",,Barcelona,08003,ES-B,ES,ESA08097693
ELENCO S.A.,"GRAN DE SANT ANDREU, 412",,Barcelona,08030,ES-B,ES,ESA08475774
ELENPLAST S.A.,"WAGNER, S/N PG CAN JARDI S-N",,Rubi,08191,ES-B,ES,ESA08834699
ELIO PEREZ MORILLAS S.L.,"PZ MARAGALL, 16",,Barcelona,08027,ES-B,ES,ESB60648607
ELMEQ S.L.,"VILAMARI, 50 3",,Barcelona,08015,ES-B,ES,ESB62404512
ELS LIMITS S.A.,"AV DIAGONAL, 458 6 A",,Barcelona,08006,ES-B,ES,ESA08479933
ELS XOPS COMPAÑIA ESPAÑOLA DE INSTALACIONES S.A.,"MATARO, 29 2 D",,Granollers,08403,ES-B,ES,ESA08614604
EL TENORIO 2000 S.L.,"PS GRACIA, 37",,Barcelona,08007,ES-B,ES,ESB62630876
EMBALAJES MONTE S.L.,"CR C-1413A MOLINS DE REI A VIC, 1 KM.",,Sentmenat,08181,ES-B,ES,ESB08785180
EMBALEX S.L.,"DEL TEMPLER GUIU, 25 P PALAU IN",,Palau-Solita I Plegamans,08184,ES-B,ES,ESB58108101
EMBAMAT EU S.L.,"DE COLOM, 564",,Terrassa,08228,ES-B,ES,ESB58069204
EMBARMAR S.L.,"AV PORTS D'EUROPA, 100 ED. SERV. CT. 2",,Barcelona,08040,ES-B,ES,ESB59167031
EMBOTITS ARTESANS GRAU VILA S.L.,"AV PUIG DELS TUDONS, 1",,Barbera Del Valles,08210,ES-B,ES,ESB63821920
EMBOTITS ELEBOECK S.A.,"DEL MIG, 17",,Montcada I Reixac,08110,ES-B,ES,ESA64047954
EMBUTIDOS SUBIRATS S.A.,"REUS, 1",,Santa Perpetua De Mogoda,08130,ES-B,ES,ESA59168112
EMISSIONS DIGITALS DE CATALUNYA S.A.U.,"AV DIAGONAL, 477 16",,Barcelona,08036,ES-B,ES,ESA63200828
ENCICLOPEDIA CATALANA S.A.,"JOSEP PLA, 95",,Barcelona,08019,ES-B,ES,ESA08189680
ENCOFRADOS CASTELL S.L.,"CM CAN FERRAN, S/N 13 15 NV 2",,Granollers,08403,ES-B,ES,ESB61274395
ENDOPACK S.A.,"BILBAO, 85 POL. IN CAN PRAT 77",,Mollet Del Valles,08100,ES-B,ES,ESA62607395
ENERVENT S.A.,"TRAVESSERA DE GRACIA, 62 2 5",,Barcelona,08006,ES-B,ES,ESA60900388
ENGINEERING POLYDROP S.A.,"AV FABREGADA, 24 BS 1",,L'Hospitalet De Llobregat,08907,ES-B,ES,ESA08255549
ENGINYERIA TEKNICS SABADELL S.L.,"RD INDUSTRIA, 22",,Barbera Del Valles,08210,ES-B,ES,ESB60041084
ENRIQUE TOMAS S.L.,"PS LLORENÇ SERRA, 51 LC 1",,Santa Coloma De Gramenet,08922,ES-B,ES,ESB59544957
ENSAMBLAJES FERVINOR S.L.,"AMETLLERS, 7",,Castellbisbal,08755,ES-B,ES,ESB64177819
ENSINGER S.A.,"GIRONA, S/N 21 27",,La Llagosta,08120,ES-B,ES,ESA61316048
ENTE PUBLICIDAD S.A.,"RD UNIVERSITAT, 16",,Barcelona,08007,ES-B,ES,ESA08732505
ENTITAT AUTONOMA DE JOCS I APOSTES DE LA GENERALIT,"PS SANT JOAN, 45",,Barcelona,08009,ES-B,ES,ESQ5850004B
ENVAS 2000 PLASTICS S.L.,"SEGARRA, 23",,Pla De La Bruguera,08211,ES-B,ES,ESB63899835
EOPV EXCAVACIONES S.L.,"SANT TOMAS, 15 BX",,Sant Cugat Del Valles,08172,ES-B,ES,ESB62846225
EQUIP D. ATENCIO PRIMARIA BARCELONA SARDENYA SLP,"SARDENYA, 466 BJ",,Barcelona,08025,ES-B,ES,ESB62304936
EQUIPOS MEDICO BIOLOGICOS S.A.,"CAN RABIA, 13",,Barcelona,08017,ES-B,ES,ESA58572561
ERGRANSA S.A.,"PS COLOM, 11 3 1",,Barcelona,08002,ES-B,ES,ESA08180317
ERIDE 2005 S.L.,"AMPOSTA, 14 2 2B",,Sant Cugat Del Valles,08174,ES-B,ES,ESB64064579
ERMICON S.L.,"PAU PIFERRER, 11",,Badalona,08914,ES-B,ES,ESB61417259
ERRECERRE INTERNATIONAL PRODUCTIONS S.L.,"PJ TORRENT ESTADELLA, 26",,Barcelona,08030,ES-B,ES,ESB62803135
ESCHENBACH OPTIK S.L.,"PS GRACIA, 118 5 2",,Barcelona,08008,ES-B,ES,ESB61752051
ESCOLA LYS S.C.L.,"PUIG REIG, 9",,Barcelona,08006,ES-B,ES,ESF08583726
ESCORXADOR DE SABADELL S.A.,"COSTA I DEU, 113",,Sabadell,08205,ES-B,ES,ESA58012022
ESCRITURAS Y BALANCES ASESORES MERCANTILES EUROPEO,"AV DIAGONAL, 427",,Barcelona,08036,ES-B,ES,ESA58594896
ESCUELA SUPERIOR EUROPEA DE COMERCIO S.L.,"TRAFALGAR, 10 BJ",,Barcelona,08010,ES-B,ES,ESB58611021
ESERP ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES M,"GIRONA, 24 BJ S",,Barcelona,08010,ES-B,ES,ESA59117879
ESFERA VERDE S.L.,"BADAJOZ, 33",,Barcelona,08005,ES-B,ES,ESB61780417
ESPAI BCN S.L.U.,"PORTUGAL, 59 BJ",,Barcelona,08027,ES-B,ES,ESB59987339
ESPASA LIBROS S.L.,"AV DIAGONAL, 662",,Barcelona,08034,ES-B,ES,ESB64777022
ESPECIALIDADES GRAFICAS PARA EDITORIALES S.A.,"ROIS DE CORELLA, 12",,Sabadell,08205,ES-B,ES,ESA08709313
ESPECIALISTAS EN CIMENTACIONES Y OBRAS S.L.,"VILADOMAT, 318 BJ 2",,Barcelona,08029,ES-B,ES,ESB58894775
ESPECIALISTES LIDERS A. LA RESTAURACIO S.A.,"ANOIA, 20",,Pla De La Bruguera,08211,ES-B,ES,ESA08748246
ESPECTARAMA S.A.,"VERDI, 32",,Barcelona,08012,ES-B,ES,ESA58265455
ESQUIM S.A.,"INDUSTRIA, S/N PG IND SUD",,Cardedeu,08440,ES-B,ES,ESA08857310
ESSEDI DISTRIBUCIONES TEXTILES S.L.,"MUNTANER, 250 1 1",,Barcelona,08021,ES-B,ES,ESB62783576
ESTABLIMENTS DALIMENTACIO S.A.,"VALENCIA, 317 BJ",,Barcelona,08009,ES-B,ES,ESA58061458
ESTACIO DE SERVEI REPRIS S.L.,"AV RIUS I TAULET, 137",,Sant Cugat Del Valles,08173,ES-B,ES,ESB58870882
ESTACION SERVICIO HORTA S.L.,"TAJO, 28 1 1",,Barcelona,08032,ES-B,ES,ESB08219958
ESTACION SERVICIO LEGALIDAD S.A.,"LEGALITAT, 59",,Barcelona,08024,ES-B,ES,ESA58599036
ESTACION SERVICIO UBACH S.A.,"AV PARAL·LEL, 25 BJ",,Barcelona,08004,ES-B,ES,ESA08539892
ESTAMPACIONES FUERTE S.A.,"MOLI, S/N",,Corro D'Avall,08520,ES-B,ES,ESA08789612
ESTANFLUX S.A.,"GOMIS, 1",,Barcelona,08023,ES-B,ES,ESA08815722
ESTANTERIAS BOPE S.A.,"AIGUAFREDA, 16",,Mas Dorca,08480,ES-B,ES,ESA58305608
ESTEL IBERICA S.A.,"VALENCIA, 213 BJ",,Barcelona,08007,ES-B,ES,ESA59057398
ESTEYCO ENERGIA,"LG JARDINS ATLANTA, 3",,Barcelona,08005,ES-B,ES,ESB64592652
ESTRUCTURAS Y OBRAS ROCA S.L.,"JOSEP UMBERT, S/N ECUADOR",,Granollers,08402,ES-B,ES,ESB08868168
ESTRUCTURAS Y PLACAS CATALUÑA 2006 S.L.,"ARMAND OBIOLS, 102",,Sabadell,08207,ES-B,ES,ESB64134828
ESTUCHADOS RAMPE S.L.,"CEMENTIRI NOU, 2 C",,Sentmenat,08181,ES-B,ES,ESB08720591
ESTUDI FERRAN SENDRA S.L.,"CONSELL DE CENT, 64 68",,Barcelona,08015,ES-B,ES,ESB59066274
ESTUDIO AGROPECUARIO S.L.,"CR SABADELL, 5 140",,Santa Perpetua De Mogoda,08130,ES-B,ES,ESB65130601
ESTUDIO JURIDICO GANDUXER S.L.,"GANDUXER, 5 A 1 9",,Barcelona,08021,ES-B,ES,ESB08088916
ETIQUETAS ZAHS S.A.,"TUCUMAN, 6",,Barcelona,08030,ES-B,ES,ESA58287012
ETXART AND PANNO S.A.,"ALABA, 61 3",,Barcelona,08005,ES-B,ES,ESA58666330
EUNASA ELECTRONICA S.L.,"POTOSI, 32",,Barcelona,08030,ES-B,ES,ESB08958092
EURIMEG ESPAÑA S.A.,"PS LA RAMBLA, 122",,Barcelona,08002,ES-B,ES,ESA79703153
EURO BEARINGS SPAIN S.L.,"PLASTIC, 12 PL GUIXER",,Badalona,08915,ES-B,ES,ESB61531547
EUROCAMPI S.A.,"BILBAO, 17",,Ripollet,08291,ES-B,ES,ESA58176504
EUROCATALANA OBRES I SERVEIS S.L.,"PERE IV, 363 2 21",,Barcelona,08020,ES-B,ES,ESB62554035
EUROCONSTRUC S.A.,"ALFONS XII, 14",,Barcelona,08006,ES-B,ES,ESA08339103
EUROCRONO S.L.,"VALENCIA, 231 EN",,Barcelona,08007,ES-B,ES,ESB60627676
EUROEMBALAJE S.A.,"AV LA FERRERIA, 81",,Terra Nostra,08110,ES-B,ES,ESA08583635
EUROHUECO COGENERACION A. I E,"COBALT, 1 AREA IND LLOBR",,Castellbisbal,08755,ES-B,ES,ESV61698437
EUROLEAGUE BASKETBALL S.L.,"PS OLIMPIC, 5 PALAU SANT JORDI",,Barcelona,08038,ES-B,ES,ESB62320734
EUROLEAGUE ENTERTAINMENT & SERVICES S. L. U.,"QUATRE CAMINS, 9",,Barcelona,08022,ES-B,ES,ESB64946650
EUROLIMOS ESPAÑA S.L.,"JESUS SERRA I SANTAMANS, 2 BJ",,Sant Cugat Del Valles,08174,ES-B,ES,ESB62651427
EUROMEDICE EDICIONES MEDICAS S.L.,"AV VENTS, 9 ED BURBLIS B 2 B1",,Badalona,08917,ES-B,ES,ESB61655825
EURO PARK S.L.,"COMTE D'URGELL, 230 BJ",,Barcelona,08036,ES-B,ES,ESB08214595
EUROPEA DE PRODUCTOS DE GRAN CONSUMO S.L.,"GRAN VIA DE LES CORTS CATALANES, 648 1 2",,Barcelona,08010,ES-B,ES,ESB60192903
EUROPEAN TELEMEDICINE CLINIC S.L.,"MARINA, 16 12",,Barcelona,08005,ES-B,ES,ESB62799689
EUROPEAN UNIVERSITY FOR MANAGEMENT STUDIES S.A.,"GANDUXER, 70",,Barcelona,08021,ES-B,ES,ESA63265110
EUROPERLITA ESPAÑOLA S.A.,"BEETHOVEN, 1",,Rubi,08191,ES-B,ES,ESA08224842
EUROPHARMA S.A.,"PRAT DE LA RIBA, 50",,Mira-Sol,08195,ES-B,ES,ESA28130664
EUROREGALOS EUROLOTES S.A.,"CORDERS, S/N 12 20",,Badalona,08911,ES-B,ES,ESA08661837
EURORESINS S.A.,"DE LA LLACUNA, 161 2",,Barcelona,08018,ES-B,ES,ESA60172673
EURO SAIME S.A.,"GEMINIS, S/N PG IND CAN PARELLADA",,Terrassa,08228,ES-B,ES,ESA08765158
EUROSTARS PASEO DE GRACIA S.L.,"PRINCESA, 58",,Barcelona,08003,ES-B,ES,ESB64472608
EUROTENE IBERICA S.A.,"VALLES, 1",,Poligono Industrial Ramasa,08520,ES-B,ES,ESA58794827
EUROTRAMEX S.A.,"VERNEDES, 4",,Sant Celoni,08470,ES-B,ES,ESA59777995
EUROTRONIX S.A.,"COBALT, 20",,Barcelona,08038,ES-B,ES,ESA58274572
EVENTIVE S.L.,"ROSSELLO, 255 5 2",,Barcelona,08008,ES-B,ES,ESB63875314
EWAB ENGINEERING S.A.,"SARDANA, 10",,Rubi,08191,ES-B,ES,ESA79806360
EXACLAIR S.A.,"ESCULTURA, 18 CAN CUYAS NV 19",,Can Cuias,08110,ES-B,ES,ESA58123811
EXCAVACIONES BARCINO 2004 S.L.,"AV MERIDIANA, 310 EN 1",,Barcelona,08027,ES-B,ES,ESB63405617
EXCAVACIONES J. LOREN S.L.,"SANT EUSEBI, S/N LC 1",,Barcelona,08006,ES-B,ES,ESB60119872
EXCAVACIONES Y DEMOLICIONES TERRASSA S.L.,"BARCELONA, 12",,Sant Celoni,08470,ES-B,ES,ESB64130578
EXCAVACIONES Y OBRAS LAFRANJA S.L.,"CARTAGENA, 241 7 1",,Barcelona,08025,ES-B,ES,ESB61763082
EXCAVACIONS I OBRES PUBLIQUES REQUENA S.A.,"INDUSTRIA, 101 P I CAN CASTELL NV AB",,Can Castells,08420,ES-B,ES,ESA59068072
EXCAVALLES OCCIDENTAL S.L.,"AV MATADEPERA, 276",,Sabadell,08207,ES-B,ES,ESB63583330
EXCELLENCE TOURS S.A.,"RB CATALUNYA, 14 PR 1",,Barcelona,08007,ES-B,ES,ESA63031793
EXCLUSIVA CIMA S.A.,"PS MANUEL GIRONA, 10",,Barcelona,08034,ES-B,ES,ESA08586422
EXCLUSIVAS DANILO S.A.,"ALEMANYA, 47 PO BATLL MONT NA 20",,Badalona,08917,ES-B,ES,ESA60900834
